odid	display_name	release_date	release_pattern	distributor	movie_url	production_year	running_time	sequel	opening_weekend_revenue	opening_weekend_theaters	maximum_theaters	theatrical_engagements	domestic_dvd_units	domestic_dvd_spending	domestic_bluray_units	domestic_bluray_spending	creative_type	source	production_method	genre	production_budget	domestic_box_office	international_box_office	inflation_adjusted_domestic_box_	franchise	video_rental_spending	rating	reason	production_company1	production_company2	production_company3	imdbid	movieId	imdb_moviemeter	imdb_rating	imdb_votes
163800100	Texas Chainsaw 3D	2013-01-04	Wide	Lionsgate	Texas-Chainsaw-3D	2012	92	1	21744470	2654	2659	7518	252057	3554599	105071	2384729	Contemporary Fiction	Original Screenplay	Live Action	Horror	20000000	34341945	13324068	35609171	Texas Chainsaw Massacre	11937392	R	for strong grisly violence and language throughout.	Lionsgate	Millennium Films	Main Line Pictures	1572315	99721		4.8	29103
164540100	The Last Stand	2013-01-18	Wide	Lionsgate	Last-Stand-The	2012	107	0	6281433	2913	2913	6922	474535	6359504	205788	4032795	Contemporary Fiction	Original Screenplay	Live Action	Action	30000000	12050299	36280458	12494954		25467002	R	for strong bloody violence throughout, and language.	Lionsgate	di Bonaventura Pictures		1549920	99910		6.4	98781
164810100	Fun Size	2012-10-26	Wide	Paramount Pictures	Fun-Size	2012	86	0	4101017	3014	3016	8059					Contemporary Fiction	Original Screenplay	Live Action	Comedy	14000000	9409538	1757077	9965120		6435636	PG-13	for crude and suggestive material, partying, and language.	Paramount Pictures	Nickelodeon Films	Anonymous Content	1663143	107557		5.4	9298
165020100	Epic	2013-05-24	Wide	20th Century Fox	Epic	2013	103	0	33531068	3882	3894	19604	2802192	35080179	1108371	19753652	Kids Fiction	Based on Fiction Book/Short Story	Digital Animation	Adventure	100000000	107518682	155275759	111486160		18627150	PG	for mild action, some scary images and brief rude language.	Blue Sky Studios			848537	102720		6.7	70069
165120100	The Watch	2012-07-27	Wide	20th Century Fox	Neighborhood-Watch	2011	87	0	12750297	3168	3168	10199	400781	6298231	82551	1909140	Contemporary Fiction	Original Screenplay	Live Action	Comedy	55000000	34353000	33000000	36381376		19813556	R	for some strong sexual content including references, pervasive language and violent images.	20th Century Fox	Dune Entertainment	21 Laps Entertainment	1298649	95720		5.7	88948
165270100	The Big Wedding	2013-04-26	Wide	Lionsgate	Big-Wedding-The	2011	90	0	7591663	2633	2633	10036	351734	4181929	64274	1107902	Contemporary Fiction	Remake	Live Action	Romantic Comedy	32500000	21819348	26606623	22624485		18322092	R	for language, sexual content and brief nudity.	Lionsgate	Two Ton Films		1931435	103055		5.6	30109
165290100	The Amazing Spider-Man 2	2014-05-02	Wide	Sony Pictures	Amazing-Spider-Man-2-The	2013	141	1	91608337	4324	4324	22133	1276814	20998213	1045559	25511203	Super Hero	Based on Comic/Graphic Novel	Live Action	Action	200000000	202853933	506142403	209309498	Spider-Man		PG-13	for sequences of sci-fi action/violence.	Marvel Studios			1872181	110553			
165300100	Parker	2013-01-25	Wide	FilmDistrict	Parker	2011	108	0	7008222	2224	2238	7651	514781	8041704	139998	2758623	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Thriller/Suspense	35000000	17616641	30926747	18266697		36885985	R	for strong violence, language throughout and brief sexual content/nudity.	Incentive Filmed Entertainment	Sierra Pictures	Alexander/Mitchell	1957913				
165320100	Creature	2011-09-09	Wide	The Bubble Factory	Creature-2011	2011	95	0	327000	1507	1507	1507					Fantasy	Original Screenplay	Live Action	Horror	3000000	327000	0	347611			R	for bloody violence and grisly images, some sexual content, graphic nudity, language and brief drug use.	The Bubble Factory			1686018	94653		3.7	2237
165350100	The Hunger Games: Catching Fire	2013-11-22	Wide	Lionsgate	Hunger-Games-Catching-Fire-The	2013	146	1	158074286	4163	4163	30485	4243027	63077118	2964662	57961454	Science Fiction	Based on Fiction Book/Short Story	Live Action	Adventure	130000000	424668047	440200000	440249458	Hunger Games	61733249	PG-13	for intense sequences of violence and action, some frightening images, thematic elements, a suggestive situation and language.	Lionsgate	Color Force		1951264	106487		7.7	370034
165370100	Guardians of the Galaxy	2014-08-01	Wide	Walt Disney	Guardians-of-the-Galaxy	2014	121	0	94320883	4080	4088	37350	3113020	46575516	3615846	76354820	Super Hero	Based on Comic/Graphic Novel	Live Action	Adventure	170000000	333172112	438000000	343771168	Marvel Cinematic Universe		PG-13	for intense sequences of sci-fi violence and action, and for some language.	Marvel Studios			2015381	112852			
165790100	The Smurfs 2	2013-07-31	Wide	Sony Pictures	Smurfs-2-The	2013	104	1	17548389	3866	3867	17079	1242434	20199203	527648	11616134	Kids Fiction	Based on Comic/Graphic Novel	Animation/Live Action	Adventure	110000000	71017784	277529739	73638360	The Smurfs	19952872	PG	for some rude humor and action.	Columbia Pictures	Sony Pictures Animation	Hemisphere Media Capital	2017020	104076		5.4	21748
165950100	Walking with Dinosaurs	2013-12-20	Wide	20th Century Fox	Walking-with-Dinosaurs	2012	87	0	7091938	3231	3243	12784	651980	8025952	226137	3957573	Kids Fiction	Based on TV	Animation/Live Action	Adventure	80000000	36076121	94504609	37383316		14107931	PG	for creature action and peril, and mild rude humor.	BBC Earth Films	Evergreen Studios	IM Global	1762399	116213		5.2	7037
165990100	Diary of a Wimpy Kid: Dog Days	2012-08-03	Wide	20th Century Fox	Diary-of-a-Wimpy-Kid-Dog-Days	2012	94	1	14623599	3391	3401	16072	1055575	16306454	198428	4536940	Kids Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	22000000	49008662	28221033	51902389	Diary of a Wimpy Kid	6593938	PG	for some rude humor.	Fox 2000 Pictures	Color Force	Dune Entertainment	2023453	96283		6.4	12743
166240100	Bullet to the Head	2013-02-01	Wide	Warner Bros.	Bullet-to-the-Head	2011	91	0	4548201	2404	2404	5503	463855	7581198	112326	2621878	Contemporary Fiction	Based on Comic/Graphic Novel	Live Action	Action	55000000	9489829	13108140	9840002		9373376	R	for strong violence, bloody images, language, some nudity and brief drug use.	Warner Bros.	Dark Castle Entertainment	IM Global	1308729	91483		5.7	33651
166340100	Won't Back Down	2012-09-28	Wide	20th Century Fox	Learning-to-Fly	2011	121	0	2603370	2515	2517	5881					Contemporary Fiction	Original Screenplay	Live Action	Drama	19000000	5310554	404359	5624117		989419	PG	or thematic elements and language.	Walden Media	Gran Via		1870529	97986		6.4	4302
166690100	Argo	2012-10-12	Wide	Warner Bros.	Argo	2012	120	0	19458109	3232	3247	31242	2049957	25528311	822740	26778489	Historical Fiction	Based on Factual Book/Article	Live Action	Thriller/Suspense	44500000	136025503	91115254	143483186		43685626	R	for language and some violent images.	Warner Bros.	GK Films	Smoke House Pictures	1024648	97304		7.8	355238
166970100	Lawless	2012-08-29	Wide	Weinstein Co.	Lawless-(2011)	2011	115	0	10001982	2888	3138	14469	1169145	16641021	214843	5061539	Historical Fiction	Based on Fiction Book/Short Story	Live Action	Drama	26000000	37397291	16996346	39605421		17064741	R	for strong bloody violence, language and some sexuality/nudity.	Weinstein Company	Yuk Films	Benaroya Pictures	1212450	96432		7.3	148062
167070100	Gangster Squad	2013-01-11	Wide	Warner Bros.	Gangster-Squad-The	2011	110	0	17070347	3103	3103	12153	666180	9467238	271464	6578666	Dramatization	Based on Factual Book/Article	Live Action	Drama	60000000	46000903	58100000	47698348		30408157	R	for strong violence and language.	Warner Bros.	Village Roadshow Productions	Lin Pictures	1321870	99728		6.8	149752
167200100	Les Miserables	2012-12-25	Wide	Universal	Miserables-Les-(2012)	2012	158	0	27281735	2814	2927	18984	2810939	40752696	1557112	36051314	Historical Fiction	Based on Fiction Book/Short Story	Live Action	Musical	65000000	148809770	293359282	156592957		16262003	PG-13	for suggestive and sexual material, violence and thematic elements.	Universal Pictures	Relativity Media	Working Title Films	1707386	99149		7.7	201068
167380100	Movie 43	2013-01-25	Wide	Relativity	Movie-43	2011	97	0	4805878	2023	2023	4959	141137	1915990	47030	877789	Multiple Creative Types	Compilation	Multiple Production Methods	Comedy	10000000	8840453	22324294	9166664		12640940	R	"""for strong pervasive crude and sexual content including dialogue"	Relativity Media	Greenstreet Films	Charles B. Wessler Entertainment	1333125	100083		4.4	65728
167390100	Step Up Revolution	2012-07-27	Wide	Lionsgate	Step-Up-Revolution	2011	97	1	11731708	2567	2606	9398					Contemporary Fiction	Original Screenplay	Live Action	Drama	33000000	35074677	130477613	37145665	Step Up	5511402	PG-13	for some suggestive dancing and language.	Offspring Entertainment	Summit Entertainment		1800741	98373		6.5	36961
167400100	After Earth	2013-05-31	Wide	Sony Pictures	After-Earth	2012	99	0	27520040	3401	3401	11927	498264	8572002	368581	7026387	Science Fiction	Original Screenplay	Live Action	Action	130000000	60522097	190977568	62755382		45836388	PG-13	for sci - fi action violence and some disturbing images.	Columbia Pictures	Overbrook Entertainment	Blinding Edge Pictures	1815862	102880		5	133239
168840100	Chasing Mavericks	2012-10-26	Wide	20th Century Fox	Chasing-Mavericks	2012	115	0	2268274	2002	2030	5042	272236	3318032	51928	930372	Dramatization	Based on Real Life Events	Live Action	Drama	20000000	6002756	2298065	6356616		11644099	PG	for thematic elements and some perilous action.	Fox 2000 Pictures	Walden Media	Gran Via	1629757	97832		7.1	20044
168850100	Parental Guidance	2012-12-25	Wide	20th Century Fox	Parental-Guidance	2012	104	0	14554053	3367	3368	18916	996223	10128654	295850	3362156	Contemporary Fiction	Original Screenplay	Live Action	Comedy	25000000	77267296	43565087	81277533		27013767	PG	for some rude humor.	20th Century Fox	Walden Media	Chernin Entertainment	1047540	99415		6	18703
168860100	Percy Jackson: Sea of Monsters	2013-08-07	Wide	20th Century Fox	Percy-Jackson-Sea-of-Monsters	2013	105	1	14401054	3031	3080	20510	1784903	26298831	1020461	24875719	Fantasy	Based on Fiction Book/Short Story	Live Action	Adventure	90000000	68559554	132300000	71089212	Percy Jackson	20082042	PG	for fantasy action violence, some scary images and mild language.	1492 Pictures			1854564	104074		5.9	67801
169110100	I, Frankenstein	2014-01-24	Wide	Lionsgate	I-Frankenstein	2012	92	0	8610441	2753	2753	7955	496027	7443016	261121	5192283	Fantasy	Based on Comic/Graphic Novel	Live Action	Action	65000000	19075290	55500000	19682330		16271397	PG-13	for sequences of intense fantasy action and violence throughout.	Hopscotch Features	Lakeshore Entertainment	Lionsgate	1418377	108689			
169330100	RED 2	2013-07-19	Wide	Lionsgate	RED-2	2013	116	1	18048422	3016	3016	12844	2119048	29476255	795081	9753960	Contemporary Fiction	Based on Comic/Graphic Novel	Live Action	Action	84000000	53262560	83900000	55227965	RED	40989745	PG-13	for pervasive action and violence including frenetic gunplay, and for some language and drug material.	Summit Entertainment	di Bonaventura Pictures		1821694	103810		6.7	96959
169340100	Warm Bodies	2013-02-01	Wide	Lionsgate	Warm-Bodies	2012	97	0	20353967	3009	3009	16797	748084	9376864	228708	4571228	Fantasy	Based on Fiction Book/Short Story	Live Action	Romantic Comedy	30000000	66380662	48740946	68830132		37198571	PG-13	for zombie violence and some language.	Make Movies	Mandeville Films	Summit Entertainment	1588173	99007		7	153237
169350100	Sinister	2012-10-12	Wide	Lionsgate	Sinister	2012	110	0	18007634	2527	2542	12418	735482	10784148	130018	2823958	Fantasy	Original Screenplay	Live Action	Thriller/Suspense	3000000	48086903	39640904	50926203	Sinister	15872369	R	for disturbing violent images and some terror.	Blumhouse	Automatik	Summit Entertainment	1922777	97188		6.8	105504
169360100	Now You See Me	2013-05-31	Wide	Lionsgate	Now-You-See-Me	2013	116	0	29350389	2925	3082	19412	1122380	15776634	564295	11427601	Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	75000000	117723989	234000000	122068044	Now You See Me	53977777	PG-13	for language, some action and sexual content.	Summit Entertainment	K/O Paper Products		1670345	102903		7.3	339899
169370100	Broken City	2013-01-18	Wide	20th Century Fox	Broken-City	2012	108	0	8268908	2620	2622	8146	398525	6090837	179908	4098628	Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	35000000	19701164	14778881	20428141		34041023	R	for pervasive language, some sexual content and violence.	Regency Enterprises	Emmett/Furla Films	Black Bear	1235522	99957		6.2	54281
169450100	Magic Mike	2012-06-29	Wide	Warner Bros.	Magic-Mike	2012	109	0	39127170	2930	3120	16723	3303366	37484789	406107	8632578	Contemporary Fiction	Original Screenplay	Live Action	Comedy	7000000	113721571	56828182	120436282	Magic Mike	14824511	R	for pervasive sexual content, brief graphic nudity, language and some drug use.	Warner Bros.	Nick Wechsler	Gregory Jacobs	1915581	95449		6.1	82258
170110100	Seeking a Friend for the End of the World	2012-06-22	Wide	Focus Features	Seeking-a-Friend-for-the-End-of-the-World	2011	101	0	3822803	1625	1625	3233	124133	1679915	35267	723754	Science Fiction	Original Screenplay	Live Action	Comedy	10000000	7078738	4688221	7496698		5247571	R	for language including sexual references, some drug use and brief violence.	Focus Features	Mandate Pictures	Indian Paintbrush	1307068	95309		6.7	70139
170410100	Silent House	2012-03-09	Wide	Open Road	Silent-House	2011	86	0	6660234	2124	2124	6148	167365	2821218	32746	692615	Fantasy	Remake	Live Action	Horror	2000000	12739737	3871023	13491954		12852221	R	for disturbing violent content and terror.	LD Entertainment	Open Road Films	Elle Driver	1767382	93954		5.3	16081
170590100	The Devil Inside	2012-01-06	Wide	Paramount Pictures	Devil-Inside-The	2011	83	0	33732515	2285	2551	8326	193183	2674672	56612	1414717	Fantasy	Original Screenplay	Live Action	Horror	1000000	53261944	48496545	56406799		15470069	R	for disturbing violent content and grisly images, and for language including some sexual references.	Insurge Pictures	Prototype		1560985	91831		4.1	27699
170940100	Sparkle	2012-08-17	Wide	Sony Pictures	Sparkle-(2012)	2012	112	0	11643342	2244	2244	7538	594460	10814478	51725	1105158	Historical Fiction	Remake	Live Action	Drama	10000000	24397469	262854	25838017		6442393	PG-13	for mature thematic content involving domestic abuse and drug material, and for some violence, language and smoking.	Tri-Star Pictures	Stage 6 Films	Debra Martin Chase	1876451	96849		5.6	4708
170950100	Captain Phillips	2013-10-11	Wide	Sony Pictures	Captain-Phillips	2013	133	0	25718314	3020	3143	23456	1181716	18355943	577037	12594031	Dramatization	Based on Real Life Events	Live Action	Drama	55000000	107136417	113511767	111078097		81735287	PG-13	for sustained intense sequences of menace, some violence with bloody images, and for substance use.	Columbia Pictures	Scott Rudin	Michael De Luca	1535109	105504		7.9	253979
171130100	Tyler Perry's Temptation	2013-03-29	Wide	Lionsgate	Tyler-Perrys-The-Marriage-Counselor-(2012)	2012	111	0	21641679	2047	2047	9309	902982	12674224	106486	2129965	Contemporary Fiction	Based on Play	Live Action	Drama	0	51975354	0	53893260		8503553	PG-13	for some violence, sexuality and drug content.	Lionsgate	TPS Company		2070862	105357		4.8	8836
171140100	Peeples	2013-05-10	Wide	Lionsgate	Peeples	2012	95	0	4611534	2041	2041	4818	224216	2670250	27850	510647	Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	15000000	9177065	130101	9515700		12589537	PG-13	for sexual content, drug material and language.				1699755	121182		5.2	3524
171380100	Paranormal Activity 4	2012-10-19	Wide	Paramount Pictures	Paranormal-Activity-4	2012	87	1	29003866	3412	3412	13511	431492	7169441	103525	2350905	Fantasy	Original Screenplay	Live Action	Horror	5000000	53900335	86719185	57082885	Paranormal Activity	9638239	R	for language and some violence/terror.	Blumhouse	Solana Films	Room 101	2109184	97701		4.5	42201
172350100	The Words	2012-09-07	Wide	CBS Films	Words-The	2012	97	0	4750894	2801	2801	7127					Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Drama	6000000	11494838	4874870	12173552		5941141	PG-13	for brief strong language and smoking.	Benaroya Pictures	Parlay Films	Animus Films	1840417	96567		7.1	49457
172360100	Grown Ups 2	2013-07-12	Wide	Sony Pictures	Grown-Ups-2	2012	100	1	41508572	3491	3491	20403	1198762	19376923	398347	9566180	Contemporary Fiction	Original Screenplay	Live Action	Comedy	80000000	133668525	113355283	138600935	Grown Ups	45306084	PG-13	for crude and suggestive content, language and some male rear nudity.	Columbia Pictures	Happy Madison		2191701	104218		5.4	82478
172370100	Escape From Planet Earth	2013-02-15	Wide	Weinstein Co.	Escape-From-Planet-Earth	2012	89	0	15891055	3288	3353	20610	403401	5829792	227181	5044409	Kids Fiction	Original Screenplay	Digital Animation	Adventure	40000000	57012977	17143633	59116774		23972167	PG	for action and some mild crude humor.	Weinstein Company	CRF Productions	Rainmaker Entertainment	765446	100611		5.9	16998
